exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
10.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.1158,1,19.1158,1,09.08.2022
10.08.2022,978,EUR,Євро,Euro,37.3804,1,37.3804,1,09.08.2022
10.08.2022,985,PLN,Злотий,Zloty,7.938,1,7.938,1,09.08.2022
10.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
10.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
10.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
10.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
10.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
10.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
10.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
10.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
10.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
10.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
10.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
10.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
10.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
10.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
10.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
10.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
10.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
10.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
10.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
10.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
10.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
10.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
10.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
10.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
10.08.2022,959,XAU,Золото,Gold,65472.06,1,65472.06,3,09.08.2022
10.08.2022,961,XAG,Срібло,Silver,754.12,1,754.12,3,09.08.2022
10.08.2022,962,XPT,Платина,Platinum,34429.34,1,34429.34,3,09.08.2022
10.08.2022,964,XPD,Паладій,Palladium,80308.67,1,80308.67,3,09.08.2022
11.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.534,1,25.534,1,10.08.2022
11.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.394,1,28.394,1,10.08.2022
11.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.4157,1,5.4157,1,10.08.2022
11.08.2022,191,HRK,Куна,Kuna,4.991,1,4.991,1,10.08.2022
11.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5375,1,1.5375,1,10.08.2022
11.08.2022,208,DKK,Данська крона,Danish Krone,5.042,1,5.042,1,10.08.2022
11.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6594,1,4.6594,1,10.08.2022
11.08.2022,348,HUF,Форинт,Forint,9.4334,100,0.094334,1,10.08.2022
11.08.2022,356,INR,Індійська рупія,Indian Rupee,4.5986,10,0.45986000000000005,1,10.08.2022
11.08.2022,360,IDR,Рупія,Rupiah,2.4589,1000,0.0024589,1,10.08.2022
11.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.1195,1,11.1195,1,10.08.2022
11.08.2022,392,JPY,Єна,Yen,2.7118,10,0.27118000000000003,1,10.08.2022
11.08.2022,398,KZT,Теньге,Tenge,7.6443,100,0.076443,1,10.08.2022
11.08.2022,410,KRW,Вона,Won,2.79,100,0.0279,1,10.08.2022
11.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8099,1,1.8099,1,10.08.2022
11.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.8951,1,1.8951,1,10.08.2022
11.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.1187,1,23.1187,1,10.08.2022
11.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.7858,1,3.7858,1,10.08.2022
11.08.2022,643,RUB,Російський рубль,Russian Ruble,6.0013,10,0.60013,1,10.08.2022
11.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.5644,1,26.5644,1,10.08.2022
11.08.2022,710,ZAR,Ренд,Rand,2.2218,1,2.2218,1,10.08.2022
11.08.2022,752,SEK,Шведська крона,Swedish Krona,3.6121,1,3.6121,1,10.08.2022
11.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.5704,1,38.5704,1,10.08.2022
11.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9112,1,1.9112,1,10.08.2022
11.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.3285,1,44.3285,1,10.08.2022
11.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,10.08.2022
11.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,10.08.2022
11.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5655,1,21.5655,1,10.08.2022
11.08.2022,946,RON,Румунський лей,Romanian Leu,7.6344,1,7.6344,1,10.08.2022
11.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0366,1,2.0366,1,10.08.2022
11.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.3486,1,48.3486,1,10.08.2022
11.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.1689,1,19.1689,1,10.08.2022
11.08.2022,978,EUR,Євро,Euro,37.5102,1,37.5102,1,10.08.2022
11.08.2022,985,PLN,Злотий,Zloty,7.9745,1,7.9745,1,10.08.2022
11.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
11.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
11.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
11.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
11.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
11.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
11.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
11.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
11.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
11.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
11.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
11.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
11.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
11.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
11.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
11.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
11.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
11.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
11.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
11.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
11.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
11.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
11.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
11.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
11.08.2022,959,XAU,Золото,Gold,65546.29,1,65546.29,3,10.08.2022
11.08.2022,961,XAG,Срібло,Silver,748.9,1,748.9,3,10.08.2022
11.08.2022,962,XPT,Платина,Platinum,34194.93,1,34194.93,3,10.08.2022
11.08.2022,964,XPD,Паладій,Palladium,80457.14,1,80457.14,3,10.08.2022
12.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.9856,1,25.9856,1,11.08.2022
12.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.6296,1,28.6296,1,11.08.2022
12.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.4263,1,5.4263,1,11.08.2022
12.08.2022,191,HRK,Куна,Kuna,5.0232,1,5.0232,1,11.08.2022
12.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5493999999999999,1,1.5493999999999999,1,11.08.2022
12.08.2022,208,DKK,Данська крона,Danish Krone,5.0744,1,5.0744,1,11.08.2022
12.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6605,1,4.6605,1,11.08.2022
12.08.2022,348,HUF,Форинт,Forint,9.5795,100,0.09579499999999999,1,11.08.2022
12.08.2022,356,INR,Індійська рупія,Indian Rupee,4.5927,10,0.45927,1,11.08.2022
12.08.2022,360,IDR,Рупія,Rupiah,2.4764,1000,0.0024763999999999997,1,11.08.2022
12.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2703,1,11.2703,1,11.08.2022
12.08.2022,392,JPY,Єна,Yen,2.7622,10,0.27622,1,11.08.2022
12.08.2022,398,KZT,Теньге,Tenge,7.6746,100,0.076746,1,11.08.2022
12.08.2022,410,KRW,Вона,Won,2.8068,100,0.028068,1,11.08.2022
12.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8284,1,1.8284,1,11.08.2022
12.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.8959000000000001,1,1.8959000000000001,1,11.08.2022
12.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.5319,1,23.5319,1,11.08.2022
12.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.8499,1,3.8499,1,11.08.2022
12.08.2022,643,RUB,Російський рубль,Russian Ruble,5.9996,10,0.59996,1,11.08.2022
12.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.7022,1,26.7022,1,11.08.2022
12.08.2022,710,ZAR,Ренд,Rand,2.2583,1,2.2583,1,11.08.2022
12.08.2022,752,SEK,Шведська крона,Swedish Krona,3.6449,1,3.6449,1,11.08.2022
12.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.8862,1,38.8862,1,11.08.2022
12.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9113,1,1.9113,1,11.08.2022
12.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.6393,1,44.6393,1,11.08.2022
12.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,11.08.2022
12.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,11.08.2022
12.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5668,1,21.5668,1,11.08.2022
12.08.2022,946,RON,Румунський лей,Romanian Leu,7.6954,1,7.6954,1,11.08.2022
12.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0358,1,2.0358,1,11.08.2022
12.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.5434,1,48.5434,1,11.08.2022
12.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.3045,1,19.3045,1,11.08.2022
12.08.2022,978,EUR,Євро,Euro,37.7516,1,37.7516,1,11.08.2022
12.08.2022,985,PLN,Злотий,Zloty,8.0622,1,8.0622,1,11.08.2022
12.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
12.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
12.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
12.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
12.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
12.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
12.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
12.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
12.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
12.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
12.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
12.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
12.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
12.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
12.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
12.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
12.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
12.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
12.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
12.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
12.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
12.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
12.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
12.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
12.08.2022,959,XAU,Золото,Gold,65624.55,1,65624.55,3,11.08.2022
12.08.2022,961,XAG,Срібло,Silver,753.25,1,753.25,3,11.08.2022
12.08.2022,962,XPT,Платина,Platinum,35206.42,1,35206.42,3,11.08.2022
12.08.2022,964,XPD,Паладій,Palladium,82701.35,1,82701.35,3,11.08.2022
13.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.9856,1,25.9856,1,11.08.2022
13.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.6296,1,28.6296,1,11.08.2022
13.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.4263,1,5.4263,1,11.08.2022
13.08.2022,191,HRK,Куна,Kuna,5.0232,1,5.0232,1,11.08.2022
13.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5493999999999999,1,1.5493999999999999,1,11.08.2022
13.08.2022,208,DKK,Данська крона,Danish Krone,5.0744,1,5.0744,1,11.08.2022
13.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6605,1,4.6605,1,11.08.2022
13.08.2022,348,HUF,Форинт,Forint,9.5795,100,0.09579499999999999,1,11.08.2022
13.08.2022,356,INR,Індійська рупія,Indian Rupee,4.5927,10,0.45927,1,11.08.2022
13.08.2022,360,IDR,Рупія,Rupiah,2.4764,1000,0.0024763999999999997,1,11.08.2022
13.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2703,1,11.2703,1,11.08.2022
13.08.2022,392,JPY,Єна,Yen,2.7622,10,0.27622,1,11.08.2022
13.08.2022,398,KZT,Теньге,Tenge,7.6746,100,0.076746,1,11.08.2022
13.08.2022,410,KRW,Вона,Won,2.8068,100,0.028068,1,11.08.2022
13.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8284,1,1.8284,1,11.08.2022
13.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.8959000000000001,1,1.8959000000000001,1,11.08.2022
13.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.5319,1,23.5319,1,11.08.2022
13.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.8499,1,3.8499,1,11.08.2022
13.08.2022,643,RUB,Російський рубль,Russian Ruble,5.9996,10,0.59996,1,11.08.2022
13.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.7022,1,26.7022,1,11.08.2022
13.08.2022,710,ZAR,Ренд,Rand,2.2583,1,2.2583,1,11.08.2022
13.08.2022,752,SEK,Шведська крона,Swedish Krona,3.6449,1,3.6449,1,11.08.2022
13.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.8862,1,38.8862,1,11.08.2022
13.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9113,1,1.9113,1,11.08.2022
13.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.6393,1,44.6393,1,11.08.2022
13.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,11.08.2022
13.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,11.08.2022
13.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5668,1,21.5668,1,11.08.2022
13.08.2022,946,RON,Румунський лей,Romanian Leu,7.6954,1,7.6954,1,11.08.2022
13.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0358,1,2.0358,1,11.08.2022
13.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.5434,1,48.5434,1,11.08.2022
13.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.3045,1,19.3045,1,11.08.2022
13.08.2022,978,EUR,Євро,Euro,37.7516,1,37.7516,1,11.08.2022
13.08.2022,985,PLN,Злотий,Zloty,8.0622,1,8.0622,1,11.08.2022
13.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
13.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
13.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
13.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
13.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
13.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
13.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
13.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
13.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
13.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
13.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
13.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
13.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
13.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
13.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
13.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
13.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
13.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
13.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
13.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
13.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
13.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
13.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
13.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
13.08.2022,959,XAU,Золото,Gold,65624.55,1,65624.55,3,11.08.2022
13.08.2022,961,XAG,Срібло,Silver,753.25,1,753.25,3,11.08.2022
13.08.2022,962,XPT,Платина,Platinum,35206.42,1,35206.42,3,11.08.2022
13.08.2022,964,XPD,Паладій,Palladium,82701.35,1,82701.35,3,11.08.2022
14.08.2022,36,AUD,Австралійський долар,Australian Dollar,25.9856,1,25.9856,1,11.08.2022
14.08.2022,124,CAD,Канадський долар,Canadian Dollar,28.6296,1,28.6296,1,11.08.2022
14.08.2022,156,CNY,Юань Женьміньбі,Yuan Renminbi ,5.4263,1,5.4263,1,11.08.2022
14.08.2022,191,HRK,Куна,Kuna,5.0232,1,5.0232,1,11.08.2022
14.08.2022,203,CZK,Чеська крона,Czech Koruna,1.5493999999999999,1,1.5493999999999999,1,11.08.2022
14.08.2022,208,DKK,Данська крона,Danish Krone,5.0744,1,5.0744,1,11.08.2022
14.08.2022,344,HKD,Гонконгівський долар,Hong Kong Dollar,4.6605,1,4.6605,1,11.08.2022
14.08.2022,348,HUF,Форинт,Forint,9.5795,100,0.09579499999999999,1,11.08.2022
14.08.2022,356,INR,Індійська рупія,Indian Rupee,4.5927,10,0.45927,1,11.08.2022
14.08.2022,360,IDR,Рупія,Rupiah,2.4764,1000,0.0024763999999999997,1,11.08.2022
14.08.2022,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,11.2703,1,11.2703,1,11.08.2022
14.08.2022,392,JPY,Єна,Yen,2.7622,10,0.27622,1,11.08.2022
14.08.2022,398,KZT,Теньге,Tenge,7.6746,100,0.076746,1,11.08.2022
14.08.2022,410,KRW,Вона,Won,2.8068,100,0.028068,1,11.08.2022
14.08.2022,484,MXN,Мексиканське песо,Mexican Peso,1.8284,1,1.8284,1,11.08.2022
14.08.2022,498,MDL,Молдовський лей,Moldovan Leu,1.8959000000000001,1,1.8959000000000001,1,11.08.2022
14.08.2022,554,NZD,Новозеландський долар,New Zealand Dollar,23.5319,1,23.5319,1,11.08.2022
14.08.2022,578,NOK,Норвезька крона,Norwegian Krone,3.8499,1,3.8499,1,11.08.2022
14.08.2022,643,RUB,Російський рубль,Russian Ruble,5.9996,10,0.59996,1,11.08.2022
14.08.2022,702,SGD,Сінгапурський долар,Singapore Dollar,26.7022,1,26.7022,1,11.08.2022
14.08.2022,710,ZAR,Ренд,Rand,2.2583,1,2.2583,1,11.08.2022
14.08.2022,752,SEK,Шведська крона,Swedish Krona,3.6449,1,3.6449,1,11.08.2022
14.08.2022,756,CHF,Швейцарський франк,Swiss Franc,38.8862,1,38.8862,1,11.08.2022
14.08.2022,818,EGP,Єгипетський фунт,Egyptian Pound,1.9113,1,1.9113,1,11.08.2022
14.08.2022,826,GBP,Фунт стерлінгів,Pound Sterling,44.6393,1,44.6393,1,11.08.2022
14.08.2022,840,USD,Долар США,US Dollar,36.5686,1,36.5686,1,11.08.2022
14.08.2022,933,BYN,Білоруський рубль,Belarusian Ruble,13.2919,1,13.2919,1,11.08.2022
14.08.2022,944,AZN,Азербайджанський манат,Azerbaijan Manat,21.5668,1,21.5668,1,11.08.2022
14.08.2022,946,RON,Румунський лей,Romanian Leu,7.6954,1,7.6954,1,11.08.2022
14.08.2022,949,TRY,Турецька ліра,Turkish Lira,2.0358,1,2.0358,1,11.08.2022
14.08.2022,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),48.5434,1,48.5434,1,11.08.2022
14.08.2022,975,BGN,Болгарський лев,Bulgarian Lev,19.3045,1,19.3045,1,11.08.2022
14.08.2022,978,EUR,Євро,Euro,37.7516,1,37.7516,1,11.08.2022
14.08.2022,985,PLN,Злотий,Zloty,8.0622,1,8.0622,1,11.08.2022
14.08.2022,12,DZD,Алжирський динар,Algerian Dinar,2.5091,10,0.25091,2,29.07.2022
14.08.2022,50,BDT,Така,Taka,3.8615,10,0.38615000000000005,2,29.07.2022
14.08.2022,51,AMD,Вірменський драм,Armenian Dram,8.9693,100,0.089693,2,29.07.2022
14.08.2022,214,DOP,Домініканське песо,Dominican Peso,6.7246,10,0.6724600000000001,2,29.07.2022
14.08.2022,364,IRR,Іранський ріал,Iranian Rial,8.7068,10000,0.00087068,2,29.07.2022
14.08.2022,368,IQD,Іракський динар,Iraqi Dinar,2.5047,100,0.025047,2,29.07.2022
14.08.2022,417,KGS,Сом,Som,4.3966,10,0.43966000000000005,2,29.07.2022
14.08.2022,422,LBP,Ліванський фунт,Lebanese Pound,2.4258,100,0.024258,2,29.07.2022
14.08.2022,434,LYD,Лівійський динар,Libyan Dinar,7.5137,1,7.5137,2,29.07.2022
14.08.2022,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,8.2162,1,8.2162,2,29.07.2022
14.08.2022,504,MAD,Марокканський дирхам,Moroccan Dirham,3.5527,1,3.5527,2,29.07.2022
14.08.2022,586,PKR,Пакистанська рупія,Pakistan Rupee,1.5316,10,0.15316000000000002,2,29.07.2022
14.08.2022,682,SAR,Саудівський ріял,Saudi Riyal,9.7363,1,9.7363,2,29.07.2022
14.08.2022,704,VND,Донг,Dong,1.5659,1000,0.0015658999999999998,2,29.07.2022
14.08.2022,764,THB,Бат,Baht,10.0882,10,1.00882,2,29.07.2022
14.08.2022,784,AED,Дирхам ОАЕ,UAE Dirham,9.9558,1,9.9558,2,29.07.2022
14.08.2022,788,TND,Туніський динар,Tunisian Dinar,11.6305,1,11.6305,2,29.07.2022
14.08.2022,860,UZS,Узбецький сум,Uzbekistan Sum,3.3511,1000,0.0033510999999999997,2,29.07.2022
14.08.2022,901,TWD,Новий тайванський долар,New Taiwan Dollar,12.2234,10,1.22234,2,29.07.2022
14.08.2022,934,TMT,Туркменський новий манат,Turkmenistan New Manat,10.4482,1,10.4482,2,29.07.2022
14.08.2022,941,RSD,Сербський динар,Serbian Dinar,3.1815,10,0.31815000000000004,2,29.07.2022
14.08.2022,972,TJS,Сомоні,Somoni,3.5620000000000003,1,3.5620000000000003,2,29.07.2022
14.08.2022,981,GEL,Ларі,Lari,13.2615,1,13.2615,2,29.07.2022
14.08.2022,986,BRL,Бразильський реал,Brazilian Real,7.056,1,7.056,2,29.07.2022
14.08.2022,959,XAU,Золото,Gold,65624.55,1,65624.55,3,11.08.2022
14.08.2022,961,XAG,Срібло,Silver,753.25,1,753.25,3,11.08.2022
14.08.2022,962,XPT,Платина,Platinum,35206.42,1,35206.42,3,11.08.2022
14.08.2022,964,XPD,Паладій,Palladium,82701.35,1,82701.35,3,11.08.2022
