exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
16.09.2021,986,BRL,Бразильський реал,Brazilian Real,5.2007,1,5.2007,2,31.08.2021
16.09.2021,959,XAU,Золото,Gold,48119.0,1,48119.0,3,15.09.2021
16.09.2021,961,XAG,Срібло,Silver,636.06,1,636.06,3,15.09.2021
16.09.2021,962,XPT,Платина,Platinum,25173.4,1,25173.4,3,15.09.2021
16.09.2021,964,XPD,Паладій,Palladium,53727.24,1,53727.24,3,15.09.2021
17.09.2021,36,AUD,Австралійський долар,Australian Dollar,19.5057,1,19.5057,1,16.09.2021
17.09.2021,124,CAD,Канадський долар,Canadian Dollar,21.0866,1,21.0866,1,16.09.2021
17.09.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.1348,1,4.1348,1,16.09.2021
17.09.2021,191,HRK,Куна,Kuna,4.1801,1,4.1801,1,16.09.2021
17.09.2021,203,CZK,Чеська крона,Czech Koruna,1.2407,1,1.2407,1,16.09.2021
17.09.2021,208,DKK,Данська крона,Danish Krone,4.2187,1,4.2187,1,16.09.2021
17.09.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.4255,1,3.4255,1,16.09.2021
17.09.2021,348,HUF,Форинт,Forint,8.9632,100,0.08963199999999999,1,16.09.2021
17.09.2021,356,INR,Індійська рупія,Indian Rupee,3.6258,10,0.36258,1,16.09.2021
